No.,Kode Obat,Nama Obat,Golongan Obat,Kategori Obat,Frekuensi,Jumlah Terjual,Satuan,Total Nominal,Persentase,Persentase Kumulatif,Kategori Pareto,Stok,Kebutuhan Perperiode,Jumlah Pengadaan,Harga Beli,Nama Supllier,Status,Transaksi Terakhir
1503,0001031,Lapibion/Caps,Obat Bebas Terbatas,,2,"10,00",KAPSUL,"18.356,07","0,01%","99,40%",Pareto C,50,"10,00","-40,00","1.300,00",,Over Stock,12 Sep 2022 
1504,N000000000009,Nu Milk Tea 330 ml,Minuman,,3,"3,00",Botol,"18.281,70","0,01%","99,40%",Pareto C,0,"3,00","3,00","4.659,00",Unirama Duta Niaga,Potential Lost,29 Sep 2022 
1505,MBC1,Bedak Marcks Creme 40 gr,Obat Bebas Terbatas,,1,"1,00",PC,"18.146,28","0,01%","99,41%",Pareto C,2,"1,00","-1,00","13.700,00",Sumber Agung Sentosa,Over Stock,15 Sep 2022 
1506,MBC3,Bedak Marcks Putih 40 gr,Obat Bebas Terbatas,,1,"1,00",PC,"18.146,28","0,01%","99,41%",Pareto C,1,"1,00","0,00","13.700,00",KDE (Ka Dua Empat PT),Stock On Hand,28 Sep 2022 
1507,0000509,Woods Permen S Orange,Obat Bebas Terbatas,,3,"3,00",PC,"18.065,25","0,01%","99,42%",Pareto C,9,"3,00","-6,00","4.546,00",Mulya Wibawa PT,Over Stock,25 Sep 2022 
1508,DEXNT1,Dexanta Syr,Obat Bebas Terbatas,,1,"1,00",Botol,"17.990,88","0,01%","99,43%",Pareto C,1,"1,00","0,00","13.500,00",Putra Perdana Khadijah,Stock On Hand,22 Sep 2022 
1509,Pira3,PIRACETAM 1200 MG,Obat Keras,,1,"10,00",Tablet,"17.871,00","0,01%","99,43%",Pareto C,10,"10,00","0,00","1.176,00",Apotek UII Farma,Stock On Hand,18 Sep 2022 
1510,0000425,My Baby Tissue Basah 10s,Alat Kesehatan,,4,"4,00",SACHET,"17.842,14","0,01%","99,44%",Pareto C,3,"4,00","1,00","3.372,07",Tempo PT,Under Stock,30 Sep 2022 
1511,GTD1,Gastrucid 60 ml,Obat Bebas Terbatas,,2,"2,00",Botol,"17.821,05","0,01%","99,44%",Pareto C,2,"2,00","0,00","6.668,00",Mulya Wibawa PT,Stock On Hand,04 Sep 2022 
1512,C000000000069,Captopril 50mg/Tablet,Obat Keras,,3,"40,00",Tablet,"17.737,80","0,01%","99,45%",Pareto C,100,"40,00","-60,00","245,00",Barotama Mulya Perkasa,Over Stock,19 Sep 2022 
1513,GELIg 4,KRIM OTOT GELIGA 60 gr,Obat Bebas Terbatas,,1,"1,00",Tube,"17.660,10","0,01%","99,45%",Pareto C,2,"1,00","-1,00","13.333,00",Langkah Insan Mandiri PT,Over Stock,22 Sep 2022 
1514,NGT9,NU Green Tea Madu 500 ml,Minuman,,2,"3,00",Botol,"17.574,63","0,01%","99,46%",Pareto C,0,"3,00","3,00","4.395,00",Unirama Duta Niaga,Potential Lost,02 Sep 2022 
1515,SILA6,Siladex CC Biru 30 ml,Obat Bebas Terbatas,,2,"2,00",Botol,"17.504,70","0,01%","99,46%",Pareto C,5,"2,00","-3,00","6.520,00",Marga Nusantara PT,Over Stock,21 Sep 2022 
1516,OBT2204200002,prokids gummy jeruk,,,2,"2,00",SACHET,"17.482,50","0,01%","99,47%",Pareto C,6,"2,00","-4,00","6.600,00",Daya Muda Agung PT,Over Stock,26 Sep 2022 
1517,RIV7,Rivanol One Med 300 ml,Obat Bebas Terbatas,,2,"2,00",Botol,"17.413,68","0,01%","99,48%",Pareto C,4,"2,00","-2,00","6.532,00",Dwidaya Langgeng Sentosa,Over Stock,16 Sep 2022 
1518,DERM11,Dermafix-T 5 cm x 7 cm,Obat Bebas Terbatas,,3,"9,00",PC,"17.271,60","0,01%","99,48%",Pareto C,17,"9,00","-8,00","1.441,44",Mutiara Mas Medika,Over Stock,30 Sep 2022 
1519,convexsensi08,Masker Convex Sensi Jual Per Pcs,Alat Kesehatan,,1,"2,00",PC,"17.218,32","0,01%","99,49%",Pareto C,100,"2,00","-98,00","6.500,00",AMS (Antarmitra Sembada),Over Stock,08 Sep 2022 
1520,0000879,Ericaf,Obat Keras,,1,"2,00",Tablet,"17.089,56","0,01%","99,49%",Pareto C,13,"2,00","-11,00","5.639,22",Apotek UII Farma,Over Stock,20 Sep 2022 
1521,IPA,VIT A IPI,Obat Bebas Terbatas,,3,"3,00",DOS,"17.069,58","0,01%","99,50%",Pareto C,7,"3,00","-4,00","4.295,50",Tempo PT,Over Stock,21 Sep 2022 
1522,0000695,C Tropin 0.5 TM 5 ml,Obat Keras,,1,"1,00",Botol,"17.050,71","0,01%","99,50%",Pareto C,1,"1,00","0,00","11.250,00",Penta Valen,Stock On Hand,19 Sep 2022 
1523,0000941,Sari Kacang Ijo 250 ml,Minuman,,4,"4,00",Botol,"17.022,96","0,01%","99,51%",Pareto C,6,"4,00","-2,00","3.500,00",Lain-lain Suplayer,Over Stock,27 Sep 2022 
1524,S000000000013,Salonpas Gel Patch/Sachet,Obat Bebas Terbatas,,1,"1,00",SACHET,"16.983,00","0,01%","99,51%",Pareto C,4,"1,00","-3,00","12.600,00",,Over Stock,06 Sep 2022 
1525,Zink2,Zink 20 mg Tablet,Obat Bebas Terbatas,,2,"20,00",Tablet,"16.983,00","0,01%","99,52%",Pareto C,443,"20,00","-423,00","613,15",Sumber Agung Sentosa,Over Stock,10 Sep 2022 
1526,pinset,"Pinset Anatomis 14""",Alat Kesehatan,,1,"1,00",PC,"16.944,15","0,01%","99,52%",Pareto C,2,"1,00","-1,00","12.792,79",Via Medica Alkes,Over Stock,06 Sep 2022 
1527,LIVR1,Livron B Pleks,Obat Bebas Terbatas,,2,"50,00",Tablet,"16.872,00","0,01%","99,53%",Pareto C,170,"50,00","-120,00","255,00",Salasa Barokah Farma PT,Over Stock,20 Sep 2022 
1528,OBT2207260001,FEMMY TRIMUNE SACH,,,1,"6,00",SACHET,"16.856,46","0,01%","99,53%",Pareto C,6,"6,00","0,00","2.121,17",Enseval Putra Megatranding PT,Stock On Hand,04 Sep 2022 
1529,0000122,Tissue Paseo Travel Pack,Alat Kesehatan,,3,"3,00",PC,"16.577,85","0,01%","99,54%",Pareto C,1,"3,00","2,00","4.181,81",Lain-lain Suplayer,Under Stock,21 Sep 2022 
1530,0000081,Curcuma Plus Sharpy Balckcurrent 60,Obat Bebas Terbatas,,1,"1,00",Botol,"16.423,56","0,01%","99,54%",Pareto C,3,"1,00","-2,00","12.400,00",MULIA PRATAMA FIMADANI,Over Stock,17 Sep 2022 
1531,CURCU3,Curcuma Plus Sharpy Straw 60 ml/DHA,Obat Bebas Terbatas,,1,"1,00",Botol,"16.423,56","0,01%","99,55%",Pareto C,2,"1,00","-1,00","12.400,00",Langkah Insan Mandiri PT,Over Stock,09 Sep 2022 
1532,0000605,"Medicrepe 4""",Obat Bebas Terbatas,,1,"1,00",PC,"16.366,95","0,01%","99,55%",Pareto C,3,"1,00","-2,00","12.273,00",Dwidaya Langgeng Sentosa,Over Stock,27 Sep 2022 
1533,NEURSB1,Neurosanbe,Obat Bebas Terbatas,,1,"10,00",Tablet,"16.317,00","0,01%","99,56%",Pareto C,69,"10,00","-59,00","1.225,00",BSP (Bina San Prima),Over Stock,25 Sep 2022 
1534,sanor3,Sanorine Hijau 80 ml,Obat Bebas Terbatas,,1,"1,00",Botol,"16.234,86","0,01%","99,56%",Pareto C,1,"1,00","0,00","12.257,00",BSP (Bina San Prima),Stock On Hand,22 Sep 2022 
1535,OBT2207050001,Woods Permen Blackcurrant,,,3,"3,00",SACHET,"16.107,21","0,01%","99,57%",Pareto C,1,"3,00","2,00","4.054,00",Enseval Putra Megatranding PT,Under Stock,23 Sep 2022 
1536,FOLAM,Folamil Strip,Obat Bebas Terbatas,,1,"2,00",Strip,"15.950,70","0,00%","99,57%",Pareto C,9,"2,00","-7,00","6.000,00",AAM (Anugrah Argon Medica),Over Stock,21 Sep 2022 
1537,KOMX05,Komix Kid Strawberi,Obat Bebas Terbatas,,4,"14,00",SACHET,"15.950,70","0,00%","99,58%",Pareto C,27,"14,00","-13,00","854,60",Mulya Wibawa PT,Over Stock,26 Sep 2022 
1538,BIOL4,Biolysin Kids Blackcurrant Botol,Obat Bebas Terbatas,,1,"1,00",Botol,"15.765,33","0,00%","99,58%",Pareto C,2,"1,00","-1,00","11.819,00",Muda Jaya Sukses,Over Stock,16 Sep 2022 
1539,josc100011,Jos C 1000 Bintang Toejoh,Obat Bebas Terbatas,,1,"12,00",SACHET,"15.757,56","0,00%","99,59%",Pareto C,0,"12,00","12,00","1.000,00",,Potential Lost,05 Sep 2022 
1540,OBT2206200001,Calortusin Tab/Strip 10s,,,3,"3,00",Strip,"15.686,52","0,00%","99,59%",Pareto C,3,"3,00","0,00","3.850,00",Sumber Agung Sentosa,Stock On Hand,16 Sep 2022 
1541,OBT2203190003,PARAMEX FLU & BATUK PE,Obat Bebas Terbatas,Flu Batuk Dewasa,3,"6,00",Strip,"15.497,82","0,00%","99,60%",Pareto C,17,"6,00","-11,00","1.950,00",Mulya Wibawa PT,Over Stock,27 Sep 2022 
1542,FIHER10,Fisherman Cherry Sugar Free,Obat Bebas Terbatas,,1,"1,00",PC,"15.483,39","0,00%","99,60%",Pareto C,2,"1,00","-1,00","11.690,00",Sumber Agung Sentosa,Over Stock,05 Sep 2022 
1543,FISHER5,Fisherman Lemon Sugar Free,Obat Bebas Terbatas,,1,"1,00",PC,"15.483,39","0,00%","99,61%",Pareto C,0,"1,00","1,00","11.690,00",Sumber Agung Sentosa,Potential Lost,17 Sep 2022 
1544,NEUROVE,Neurovit E,Obat Bebas Terbatas,,1,"4,00",Tablet,"15.482,28","0,00%","99,61%",Pareto C,32,"4,00","-28,00","2.864,00",,Over Stock,19 Sep 2022 
1545,0001046,Ultrafix 5 cmx1m,Obat Bebas Terbatas,,3,"5,00",PC,"15.473,40","0,00%","99,62%",Pareto C,15,"5,00","-10,00","2.272,73",Mutiara Mas Medika,Over Stock,29 Sep 2022 
1546,0000589,Telon Konicare Plus 30ml,Obat Bebas Terbatas,,1,"1,00",Botol,"15.443,43","0,00%","99,62%",Pareto C,4,"1,00","-3,00","11.660,00",Marga Nusantara PT,Over Stock,22 Sep 2022 
1547,TERMOR2,Termorex Syr 60 ml,Obat Bebas Terbatas,,1,"1,00",Botol,"15.377,94","0,00%","99,63%",Pareto C,3,"1,00","-2,00","11.610,00",Langkah Insan Mandiri PT,Over Stock,09 Sep 2022 
1548,B000000000067,BEJO Susu Jahe Merah/Sachet,Obat Bebas Terbatas,,5,"8,00",SACHET,"15.306,90","0,00%","99,63%",Pareto C,10,"8,00","-2,00","1.429,01",Enseval Putra Megatranding PT,Over Stock,27 Sep 2022 
1549,BIOL3,Biolysin SMART 60 ml,Obat Bebas Terbatas,,1,"1,00",Botol,"15.094,89","0,00%","99,64%",Pareto C,2,"1,00","-1,00","11.500,00",KDE (Ka Dua Empat PT),Over Stock,16 Sep 2022 
1550,KCTUJH,Kapas Gulung 250 gr,Alat Kesehatan,,1,"1,00",PC,"14.957,25","0,00%","99,64%",Pareto C,2,"1,00","-1,00","11.209,00",Via Medica Alkes,Over Stock,13 Sep 2022 
1551,OBT2207230001,Alat Pembersih Kotoran Telinga Cartoon,,,2,"2,00",PC,"14.933,94","0,00%","99,65%",Pareto C,0,"2,00","2,00","7.000,00",Dwidaya Langgeng Sentosa,Potential Lost,12 Sep 2022 
1552,MIXGR,Mixagrip/Strip,Obat Bebas Terbatas,,3,"6,00",Strip,"14.891,76","0,00%","99,65%",Pareto C,28,"6,00","-22,00","1.986,48",Muda Jaya Sukses,Over Stock,13 Sep 2022 
1553,N000000000049,Nasal Aspirator Onemed,Alat Kesehatan,,2,"2,00",PC,"14.558,76","0,00%","99,66%",Pareto C,4,"2,00","-2,00","6.500,00",Dwidaya Langgeng Sentosa,Over Stock,21 Sep 2022 
1554,SALO2,Salonpas Liniment 30 Gr,Obat Bebas Terbatas,,1,"1,00",Botol,"14.484,39","0,00%","99,66%",Pareto C,4,"1,00","-3,00","10.810,00",Putra Perdana Khadijah,Over Stock,16 Sep 2022 
1555,0001253,Herbakof Syr 60 ml,Obat Bebas Terbatas,,1,"1,00",Botol,"14.438,88","0,00%","99,67%",Pareto C,5,"1,00","-4,00","11.000,00",AAM (Anugrah Argon Medica),Over Stock,06 Sep 2022 
1556,SALIS03,Salicyl Bedak IKA 80 GR,Obat Bebas Terbatas,,1,"1,00",Botol,"14.415,57","0,00%","99,67%",Pareto C,1,"1,00","0,00","10.800,00",Distriversa Buana Mas PT,Stock On Hand,27 Sep 2022 
1557,SALO3,Salonpas Gel 15 Gr,Obat Bebas Terbatas,,1,"1,00",Botol,"14.261,28","0,00%","99,67%",Pareto C,0,"1,00","1,00","10.700,00",Putra Perdana Khadijah,Potential Lost,30 Sep 2022 
1558,OBT2207080001,FASIDOL FORTE SYRUP 60 ML,,,2,"2,00",Botol,"14.250,18","0,00%","99,68%",Pareto C,3,"2,00","-1,00","5.605,00",Muda Jaya Sukses,Over Stock,27 Sep 2022 
1559,OBHC20,OBH Combi Plus 60 ml Jahe,Obat Bebas Terbatas,,1,"1,00",Botol,"14.044,83","0,00%","99,68%",Pareto C,5,"1,00","-4,00","10.700,00",APL ID 293873,Over Stock,16 Sep 2022 
1560,D000000000039,Dexigen Cr,Obat Keras,,1,"1,00",Tube,"13.954,92","0,00%","99,69%",Pareto C,0,"1,00","1,00","8.950,00",KDE (Ka Dua Empat PT),Potential Lost,11 Sep 2022 
1561,0000706,Superhoid,Obat Keras,,1,"2,00",SUPPO,"13.914,96","0,00%","99,69%",Pareto C,19,"2,00","-17,00","4.518,67",Putra Perdana Khadijah,Over Stock,25 Sep 2022 
1562,fiesta1,FIESTA ULTRA SAVE 3S,Obat Bebas Terbatas,,1,"1,00",PC,"13.727,37","0,00%","99,70%",Pareto C,1,"1,00","0,00","10.364,00",AMS (Antarmitra Sembada),Stock On Hand,13 Sep 2022 
1563,ITR1,ITRAMOL Syrup 60 ml,Obat Bebas Terbatas,,2,"2,00",Botol,"13.628,58","0,00%","99,70%",Pareto C,3,"2,00","-1,00","6.481,00",Mulya Wibawa PT,Over Stock,19 Sep 2022 
1564,Pira2,Piracetam 800 mg,Obat Keras,,1,"12,00",Tablet,"13.524,24","0,00%","99,70%",Pareto C,44,"12,00","-32,00","730,00",AMS (Antarmitra Sembada),Over Stock,12 Sep 2022 
1565,0001443,K3 Kaleng Jambu,Minuman,,2,"2,00",KALENG,"13.466,52","0,00%","99,71%",Pareto C,2,"2,00","0,00","5.084,00",Muda Jaya Sukses,Stock On Hand,28 Sep 2022 
1566,KONSI42,Racun Tikus(K),Konsinyasi,,1,"1,00",SACHET,"13.458,75","0,00%","99,71%",Pareto C,3,"1,00","-2,00","11.000,00",Lain-lain Suplayer,Over Stock,04 Sep 2022 
1567,KDM 7,FIESTA DURIAN 3S,Obat Bebas Terbatas,,1,"1,00",PC,"13.245,63","0,00%","99,72%",Pareto C,1,"1,00","0,00","10.091,00",AMS (Antarmitra Sembada),Stock On Hand,13 Sep 2022 
1568,OBT2202180005,KRATINGDAENG ,,,2,"2,00",Botol,"13.126,86","0,00%","99,72%",Pareto C,2,"2,00","0,00","5.000,00",Adikara Kelapa,Stock On Hand,09 Sep 2022 
1569,MA,KP Lang Aromatherapy 30 ml,Obat Bebas Terbatas,,1,"1,00",Botol,"13.019,19","0,00%","99,73%",Pareto C,1,"1,00","0,00","9.919,00",,Stock On Hand,10 Sep 2022 
1570,SRDO,Saridon strip,Obat Bebas Terbatas,,2,"3,00",Strip,"12.895,98","0,00%","99,73%",Pareto C,26,"3,00","-23,00","3.157,97",Dos Ni Roha PT,Over Stock,20 Sep 2022 
1571,POT6,Pot 60 gr/R60,Obat Bebas Terbatas,,3,"4,00",PC,"12.703,95","0,00%","99,73%",Pareto C,5,"4,00","-1,00","1.350,00",Dwidaya Langgeng Sentosa,Over Stock,28 Sep 2022 
1572,CHARM9,Charm Body Fit Non Wing 10S,Obat Bebas Terbatas,,2,"2,00",PC,"12.591,84","0,00%","99,74%",Pareto C,3,"2,00","-1,00","4.822,00",Penta Valen,Over Stock,16 Sep 2022 
1573,OBT2208250004,ZEE RTD COKLAT 200ml,,,2,"2,00",Botol,"12.585,18","0,00%","99,74%",Pareto C,1,"2,00","1,00","4.725,00",Enseval Putra Megatranding PT,Under Stock,25 Sep 2022 
1574,OBT2207280001,"AMUNIZER 4 SAC X 5,5 gr",Suplemen,,1,"4,00",SACHET,"12.582,96","0,00%","99,75%",Pareto C,8,"4,00","-4,00","2.375,00",Mulya Wibawa PT,Over Stock,14 Sep 2022 
1575,FreshT,Fresh Care Teen Buble Gum,Obat Bebas Terbatas,,1,"1,00",PC,"12.460,86","0,00%","99,75%",Pareto C,1,"1,00","0,00","9.240,00",Mensa Bina Sukses PT,Stock On Hand,27 Sep 2022 
1576,B000000000042,Bodrexin Demam,Obat Bebas Terbatas,,1,"1,00",Botol,"12.459,75","0,00%","99,75%",Pareto C,2,"1,00","-1,00","9.072,07",Tempo PT,Over Stock,13 Sep 2022 
1577,OBT2207010001,Vit B1 50 mg Trifa,,,1,"20,00",Tablet,"12.454,20","0,00%","99,76%",Pareto C,90,"20,00","-70,00","333,50",SBM (Sabda Badranaya Mulya),Over Stock,29 Sep 2022 
1578,Farmas,Farmasal 100 Mg,Obat Keras,,1,"10,00",Tablet,"12.443,10","0,00%","99,76%",Pareto C,42,"10,00","-32,00","800,00",KDE (Ka Dua Empat PT),Over Stock,03 Sep 2022 
1579,N000000000040,Natrium bikarbonat,Obat Bebas Terbatas,,1,"100,00",Tablet,"12.440,88","0,00%","99,76%",Pareto C,200,"100,00","-100,00","72,43",Putra Perdana Khadijah,Over Stock,19 Sep 2022 
1580,AMOX2,AMOXICILLIN DRY SYR 125mg 60ml,Obat Keras,,1,"1,00",Botol,"12.386,49","0,00%","99,77%",Pareto C,6,"1,00","-5,00","7.000,00",PT Parit Padang Global,Over Stock,05 Sep 2022 
1581,Jhon5,Johnsons Baby Milk Soap 100 gr,Obat Bebas Terbatas,,2,"2,00",Botol,"12.318,78","0,00%","99,77%",Pareto C,4,"2,00","-2,00","4.650,00",PT Parit Padang Global,Over Stock,02 Sep 2022 
1582,FreshT2,Fresh Care Teens Happy cherry,Obat Bebas Terbatas,,1,"1,00",PC,"12.238,86","0,00%","99,78%",Pareto C,2,"1,00","-1,00","9.240,00",Putra Perdana Khadijah,Over Stock,03 Sep 2022 
1583,E000000000001,Enervon Active/Strip 4s,Obat Bebas Terbatas,,2,"2,00",Strip,"12.112,32","0,00%","99,78%",Pareto C,37,"2,00","-35,00","4.572,00",Mulya Wibawa PT,Over Stock,07 Sep 2022 
1584,R000000000089,Rapet Wangi Kaplet,Obat Bebas Terbatas,,1,"1,00",KOTAK,"12.030,18","0,00%","99,78%",Pareto C,3,"1,00","-2,00","8.996,00",Mulya Wibawa PT,Over Stock,03 Sep 2022 
1585,VIT B1,Vit B1 IPI,Obat Bebas Terbatas,,2,"2,00",Botol,"11.812,62","0,00%","99,79%",Pareto C,2,"2,00","0,00","4.500,00",,Stock On Hand,26 Sep 2022 
1586,BOR,Borax Glycerine 10 cc,Obat Bebas Terbatas,,3,"3,00",Botol,"11.741,58","0,00%","99,79%",Pareto C,7,"3,00","-4,00","2.954,96",Victory Indo Partnership PT,Over Stock,18 Sep 2022 
1587,F000000000125,Folavicap 400 mcg,Obat Bebas Terbatas,,1,"10,00",Tablet,"11.555,10","0,00%","99,79%",Pareto C,70,"10,00","-60,00","872,00",BSP (Bina San Prima),Over Stock,11 Sep 2022 
1588,Jhon1,Johnsons Baby Oil 50 ml Reguler,Obat Bebas Terbatas,,1,"1,00",Botol,"11.522,91","0,00%","99,80%",Pareto C,2,"1,00","-1,00","8.700,00",PT Parit Padang Global,Over Stock,27 Sep 2022 
1589,KAN1,Kanna 15 gr,Obat Bebas Terbatas,,1,"1,00",Tube,"11.480,73","0,00%","99,80%",Pareto C,3,"1,00","-2,00","8.500,00",Mulya Wibawa PT,Over Stock,21 Sep 2022 
1590,LCD,LCD (Liquor Carbonis Detergent),Obat Keras,,2,"2,00",CC,"11.371,95","0,00%","99,81%",Pareto C,116,"2,20","-113,56","3.681,81",Brataco,Over Stock,28 Sep 2022 
1591,M000000000021,Madurasa Botol Orig 150ml,Obat Bebas Terbatas,,1,"1,00",Botol,"11.335,32","0,00%","99,81%",Pareto C,2,"1,00","-1,00","8.636,00",APL ID 293873,Over Stock,27 Sep 2022 
1592,0000694,Yusimox Forte Dry Syrup,Obat Keras,,1,"1,00",Botol,"11.111,10","0,00%","99,81%",Pareto C,1,"1,00","0,00","5.883,00",Muda Jaya Sukses,Stock On Hand,03 Sep 2022 
1593,dragh1,Dragon Mentol H1 5 Gr,Obat Bebas Terbatas,,1,"1,00",PC,"11.083,35","0,00%","99,82%",Pareto C,4,"1,00","-3,00","8.200,00",Muda Jaya Sukses,Over Stock,25 Sep 2022 
1594,MBK01,BEDAK MBK PUTIH,Obat Bebas Terbatas,,1,"5,00",SACHET,"10.950,15","0,00%","99,82%",Pareto C,13,"5,00","-8,00","1.636,58",Sumber Agung Sentosa,Over Stock,01 Sep 2022 
1595,INZN,Inzana Strip,Obat Bebas Terbatas,,4,"10,00",Strip,"10.904,64","0,00%","99,82%",Pareto C,12,"10,00","-2,00","820,00",Muda Jaya Sukses,Over Stock,26 Sep 2022 
1596,HOF,HAU FUNG SAN,Obat Bebas Terbatas,,1,"2,00",PC,"10.434,00","0,00%","99,83%",Pareto C,7,"2,00","-5,00","3.958,33",Bintang Maahir Sentosa,Over Stock,12 Sep 2022 
1597,L000000000038,Listerine Siwak 100 ml,Obat Bebas Terbatas,,1,"1,00",Botol,"10.397,37","0,00%","99,83%",Pareto C,0,"1,00","1,00","7.850,00",Mulya Wibawa PT,Potential Lost,28 Sep 2022 
1598,KOMX01,KOMIX KID OBH Madu Sachet,Obat Bebas Terbatas,,3,"9,00",SACHET,"10.300,80","0,00%","99,83%",Pareto C,30,"9,00","-21,00","854,60",Enseval Putra Megatranding PT,Over Stock,29 Sep 2022 
1599,CTP01,Counterpain 5 g,Obat Bebas Terbatas,,1,"1,00",Tube,"10.198,68","0,00%","99,84%",Pareto C,6,"1,00","-5,00","7.700,00",Langkah Insan Mandiri PT,Over Stock,20 Sep 2022 
1600,O000000000037,OBH Combi Batuk Berdahak MENTOL SAC,Obat Bebas Terbatas,,2,"3,00",BANDED,"10.109,88","0,00%","99,84%",Pareto C,0,"3,00","2,70","2.544,00",APL ID 293873,Under Stock,29 Sep 2022 
1601,srong,Srong Pas,Obat Bebas Terbatas,,1,"5,00",SACHET,"10.101,00","0,00%","99,84%",Pareto C,15,"5,00","-10,00","1.525,00",Bintang Maahir Sentosa,Over Stock,27 Sep 2022 
1602,huki,Cotton Buds Huki 100S,Obat Bebas Terbatas,,2,"2,00",PC,"9.963,36","0,00%","99,85%",Pareto C,4,"2,00","-2,00","4.100,00",Distriversa Buana Mas PT,Over Stock,20 Sep 2022 
1603,0000362,Herocyn Baby 100 gr,Obat Bebas Terbatas,,1,"1,00",Botol,"9.933,39","0,00%","99,85%",Pareto C,1,"1,00","0,00","7.500,00",Putra Perdana Khadijah,Stock On Hand,11 Sep 2022 
1604,SYR4,SPUIT 5 CC Terumo,Obat Keras,,2,"2,00",PC,"9.879,00","0,00%","99,85%",Pareto C,7,"2,00","-5,00","2.703,00",Dwidaya Langgeng Sentosa,Over Stock,22 Sep 2022 
1605,CALK,Calcium Laktate,Obat Bebas Terbatas,,2,"30,00",Tablet,"9.812,40","0,00%","99,85%",Pareto C,33,"30,00","-3,00","218,18",,Over Stock,30 Sep 2022 
1606,TERMX,Termorex Syr 30  ml,Obat Bebas Terbatas,,1,"1,00",Botol,"9.779,10","0,00%","99,86%",Pareto C,3,"1,00","-2,00","7.450,00",Mulya Wibawa PT,Over Stock,04 Sep 2022 
1607,MEXT,Mextril,Obat Bebas Terbatas,,3,"4,00",Strip,"9.701,40","0,00%","99,86%",Pareto C,19,"4,00","-15,00","1.818,20",Mulya Wibawa PT,Over Stock,17 Sep 2022 
1608,0000460,Licokalk Plus,Obat Bebas Terbatas,,3,"30,00",Tablet,"9.657,00","0,00%","99,86%",Pareto C,114,"30,00","-84,00","243,00",SBM (Sabda Badranaya Mulya),Over Stock,21 Sep 2022 
1609,GELI3,Balsem Geliga 20 GR,Obat Bebas Terbatas,,1,"1,00",POT,"9.602,61","0,00%","99,87%",Pareto C,3,"1,00","-2,00","7.250,00",Muda Jaya Sukses,Over Stock,02 Sep 2022 
1610,POLY 1,Polycrol / Tab,Obat Bebas Terbatas,,1,"20,00",Tablet,"9.546,00","0,00%","99,87%",Pareto C,130,"20,00","-110,00","391,67",Sumber Agung Sentosa,Over Stock,03 Sep 2022 
1611,0000276,Kuldon Sariawan,Obat Bebas Terbatas,,2,"3,00",Strip,"9.453,87","0,00%","99,87%",Pareto C,9,"3,00","-6,00","2.379,30",Mulya Wibawa PT,Over Stock,30 Sep 2022 
1612,C000000000092,CDR Sachet Orange/Strip 2s,Obat Bebas Terbatas,,1,"1,00",SACHET,"9.428,34","0,00%","99,88%",Pareto C,0,"1,00","1,00","7.183,33",,Potential Lost,15 Sep 2022 
1613,HCT1,HCT 25,Obat Keras,,2,"30,00",Tablet,"9.401,70","0,00%","99,88%",Pareto C,56,"30,00","-26,00","165,00",,Over Stock,28 Sep 2022 
1614,LIST4,Listerine cool mint 100 ml,Obat Bebas Terbatas,,1,"1,00",Botol,"9.337,32","0,00%","99,88%",Pareto C,5,"1,00","-4,00","7.050,00",Bintang Maahir Sentosa,Over Stock,15 Sep 2022 
1615,GRISE01,Griseofulvin 125 mg,Obat Keras,,1,"12,00",Tablet,"9.221,88","0,00%","99,88%",Pareto C,0,"12,00","12,00","379,00",Apotek UII Farma,Potential Lost,10 Sep 2022 
1616,N000000000050,Neurosanbe Injeksi,Obat Keras,,1,"1,00",Ampul,"8.987,67","0,00%","99,89%",Pareto C,10,"1,00","-9,00","5.610,00",BSP (Bina San Prima),Over Stock,23 Sep 2022 
1617,ENBAT,Enbatic Powder,Obat Keras,,1,"2,00",SACHET,"8.957,70","0,00%","99,89%",Pareto C,31,"2,00","-29,00","2.710,28",Putra Perdana Khadijah,Over Stock,04 Sep 2022 
1618,INZ,Inza/Strip,Obat Bebas Terbatas,,2,"3,00",Strip,"8.812,29","0,00%","99,89%",Pareto C,23,"3,00","-20,00","2.190,00",KDE (Ka Dua Empat PT),Over Stock,13 Sep 2022 
1619,0000530,Anakonidin OBH 30 ml,Obat Bebas Terbatas,,1,"1,00",Botol,"8.807,85","0,00%","99,90%",Pareto C,5,"1,00","-4,00","6.650,00",Mulya Wibawa PT,Over Stock,13 Sep 2022 
1620,OBT2205010003,Ramipril 5 mg/Tablet,,,1,"10,00",Tablet,"8.802,30","0,00%","99,90%",Pareto C,144,"10,00","-134,00","577,27",,Over Stock,05 Sep 2022 
1621,CHARM11,Charm BF Extra Maxi Wing 10s,Obat Bebas Terbatas,,1,"1,00",PC,"8.669,10","0,00%","99,90%",Pareto C,1,"1,00","0,00","6.545,00",Penta Valen,Stock On Hand,09 Sep 2022 
1622,H000000000018,Hot In Aromatherapy Koyo 10,Obat Bebas Terbatas,,1,"1,00",SACHET,"8.531,46","0,00%","99,90%",Pareto C,4,"1,00","-3,00","6.500,00",Mensa Bina Sukses PT,Over Stock,23 Sep 2022 
1623,L000000000039,Lang Inhaler,Obat Bebas Terbatas,,1,"1,00",PC,"7.985,34","0,00%","99,91%",Pareto C,6,"1,00","-5,00","6.083,33",KDE (Ka Dua Empat PT),Over Stock,15 Sep 2022 
